# BUSCO version is: 5.6.1 
# The lineage dataset is: fungi_odb10 (Creation date: 2024-01-08, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
403079at4751	Complete	contig_86	772398	770949	-	299.3	197	https://v10-1.orthodb.org/?query=403079at4751	Vacuolar ATP synthase subunit D
404050at4751	Complete	contig_85	600043	602885	+	345.3	337	https://v10-1.orthodb.org/?query=404050at4751	DNA polymerase alpha/delta/epsilon, subunit B
405669at4751	Complete	contig_12	837714	833190	-	201.3	211	https://v10-1.orthodb.org/?query=405669at4751	Leucine-rich repeat
405898at4751	Complete	contig_5	1460119	1458350	-	395.9	343	https://v10-1.orthodb.org/?query=405898at4751	U4/U6 small nuclear ribonucleoprotein Prp3
406240at4751	Complete	contig_10	530655	534398	+	128.4	128	https://v10-1.orthodb.org/?query=406240at4751	RNA polymerase Rpb7-like , N-terminal
406403at4751	Complete	contig_5	1966916	1967683	+	155.7	156	https://v10-1.orthodb.org/?query=406403at4751	Nucleoside triphosphate pyrophosphatase Maf-like protein
406434at4751	Complete	contig_4	952299	953365	+	100.9	109	https://v10-1.orthodb.org/?query=406434at4751	EB1, C-terminal
406793at4751	Complete	contig_1	1122930	1094031	-	117.6	54	https://v10-1.orthodb.org/?query=406793at4751	Ribosomal protein S17, archaeal/eukaryotic
407348at4751	Missing
408391at4751	Complete	contig_10	822670	823607	+	154.1	124	https://v10-1.orthodb.org/?query=408391at4751	Translocation protein Sec66
408419at4751	Complete	contig_10	484969	486277	+	93.3	83	https://v10-1.orthodb.org/?query=408419at4751	Winged helix-like DNA-binding domain superfamily
409761at4751	Complete	contig_5	1281240	1282325	+	145.6	184	https://v10-1.orthodb.org/?query=409761at4751	Coatomer subunit epsilon
410458at4751	Complete	contig_90	2723262	2722550	-	127.4	141	https://v10-1.orthodb.org/?query=410458at4751	RNA-binding S4 domain
410782at4751	Complete	contig_90	2288481	2287077	-	264.7	241	https://v10-1.orthodb.org/?query=410782at4751	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
410986at4751	Complete	contig_1	870663	872795	+	221.5	141	https://v10-1.orthodb.org/?query=410986at4751	PIN domain
410991at4751	Complete	contig_5	2287334	2286690	-	109.7	114	https://v10-1.orthodb.org/?query=410991at4751	Translationally controlled tumour protein
411130at4751	Complete	contig_85	1399900	1399179	-	244.8	160	https://v10-1.orthodb.org/?query=411130at4751	Snf7 family
411471at4751	Complete	contig_85	653930	655421	+	301.2	277	https://v10-1.orthodb.org/?query=411471at4751	GPI transamidase subunit PIG-U
411518at4751	Complete	contig_86	2258018	2256573	-	215.7	230	https://v10-1.orthodb.org/?query=411518at4751	Low temperature viability protein Ltv1
411677at4751	Complete	contig_86	931090	931930	+	96.6	96	https://v10-1.orthodb.org/?query=411677at4751	Rho protein GDP-dissociation inhibitor
411754at4751	Complete	contig_3	607846	610361	+	278.9	172	https://v10-1.orthodb.org/?query=411754at4751	RNA recognition motif domain
411919at4751	Complete	contig_1	359998	361365	+	120.4	165	https://v10-1.orthodb.org/?query=411919at4751	Endoplasmic reticulum vesicle transporter, C-terminal
412006at4751	Complete	contig_90	344824	341427	-	192.1	143	https://v10-1.orthodb.org/?query=412006at4751	PUA domain
413850at4751	Complete	contig_93	1078199	1076995	-	134.2	141	https://v10-1.orthodb.org/?query=413850at4751	Mitochondrial glycoprotein
414474at4751	Complete	contig_5	496425	495610	-	166.9	167	https://v10-1.orthodb.org/?query=414474at4751	Golgi SNAP receptor complex member 1
414508at4751	Complete	contig_93	344738	345744	+	154.8	136	https://v10-1.orthodb.org/?query=414508at4751	Ubiquinone biosynthesis protein Coq4
416039at4751	Complete	contig_9	240461	243086	+	141.3	119	https://v10-1.orthodb.org/?query=416039at4751	Mitochondrial import protein Pam17
416914at4751	Complete	contig_86	2412254	2410753	-	346.0	291	https://v10-1.orthodb.org/?query=416914at4751	XPC-binding domain
417109at4751	Complete	contig_6	1080369	1079532	-	101.1	105	https://v10-1.orthodb.org/?query=417109at4751	Mediator complex, subunit Med7
417470at4751	Complete	contig_6	1420331	1418144	-	276.9	276	https://v10-1.orthodb.org/?query=417470at4751	Exocyst complex component Exo84
417746at4751	Complete	contig_86	195410	194163	-	277.6	222	https://v10-1.orthodb.org/?query=417746at4751	Zinc finger, CCCH-type
418242at4751	Complete	contig_86	397215	398200	+	127.6	149	https://v10-1.orthodb.org/?query=418242at4751	Chorismate mutase
418644at4751	Complete	contig_6	1225670	1223937	-	321.6	329	https://v10-1.orthodb.org/?query=418644at4751	NEDD8-activating enzyme E1 regulatory subunit
418680at4751	Complete	contig_1	991261	988820	-	131.2	152	https://v10-1.orthodb.org/?query=418680at4751	Exoribonuclease, PH domain 2 superfamily
419048at4751	Complete	contig_85	1019331	1016215	-	77.9	119	https://v10-1.orthodb.org/?query=419048at4751	Synaptobrevin
419200at4751	Complete	contig_6	803424	802462	-	173.9	162	https://v10-1.orthodb.org/?query=419200at4751	Luc7-related
419232at4751	Complete	contig_86	1654705	1657623	+	239.2	220	https://v10-1.orthodb.org/?query=419232at4751	Nse4/EID family
419667at4751	Complete	contig_90	2672701	2670176	-	125.1	106	https://v10-1.orthodb.org/?query=419667at4751	Peptidyl-prolyl cis-trans isomerase
419868at4751	Complete	contig_91	500155	487275	-	150.1	104	https://v10-1.orthodb.org/?query=419868at4751	Ribosomal protein S13/S15, N-terminal
420414at4751	Complete	contig_6	702493	703654	+	90.4	106	https://v10-1.orthodb.org/?query=420414at4751	GRASP55/65
420527at4751	Complete	contig_2	898542	895599	-	172.3	176	https://v10-1.orthodb.org/?query=420527at4751	SEP domain
421097at4751	Complete	contig_12	716992	717632	+	125.4	116	https://v10-1.orthodb.org/?query=421097at4751	Acyl-CoA N-acyltransferase
421687at4751	Complete	contig_90	2485662	2479397	-	256.3	438	https://v10-1.orthodb.org/?query=421687at4751	-alpha-acetyltransferase 35, NatC auxiliary subunit
422151at4751	Complete	contig_6	2231167	2231922	+	226.4	133	https://v10-1.orthodb.org/?query=422151at4751	Ubiquitin-conjugating enzyme E2
422622at4751	Complete	contig_5	563675	563068	-	140.3	119	https://v10-1.orthodb.org/?query=422622at4751	Prefoldin
422764at4751	Complete	contig_6	1211862	1210409	-	337.3	306	https://v10-1.orthodb.org/?query=422764at4751	tRNA-splicing endonuclease, subunit Sen54
423166at4751	Complete	contig_1	886575	885841	-	120.9	72	https://v10-1.orthodb.org/?query=423166at4751	Ribosomal protein L14P
423206at4751	Complete	contig_90	2664255	2663474	-	100.0	60	https://v10-1.orthodb.org/?query=423206at4751	Nuclear cap-binding protein subunit 2
427250at4751	Fragmented	contig_81	371432	372085	+	37.2	45	https://v10-1.orthodb.org/?query=427250at4751	Actin-related protein 2/3 complex subunit 5
428342at4751	Complete	contig_90	2290814	2292931	+	178.3	115	https://v10-1.orthodb.org/?query=428342at4751	Ribosomal protein S19/S15
428569at4751	Fragmented	contig_5	210489	212723	+	146.8	112	https://v10-1.orthodb.org/?query=428569at4751	Metallo-dependent phosphatase-like
428774at4751	Complete	contig_85	475005	475955	+	236.3	170	https://v10-1.orthodb.org/?query=428774at4751	Proteasome, subunit alpha/beta
428984at4751	Complete	contig_4	1084028	1079040	-	495.8	411	https://v10-1.orthodb.org/?query=428984at4751	BRCT domain
429332at4751	Complete	contig_10	790669	791562	+	146.4	130	https://v10-1.orthodb.org/?query=429332at4751	RNA polymerase Rpb7-like , N-terminal
429862at4751	Complete	contig_10	522871	523499	+	37.7	67	https://v10-1.orthodb.org/?query=429862at4751	Signal peptidase complex subunit 2
430556at4751	Complete	contig_90	2664627	2667448	+	276.0	453	https://v10-1.orthodb.org/?query=430556at4751	Nucleoporin NUP88/NUP82
431195at4751	Missing
431607at4751	Complete	contig_5	306495	307106	+	114.3	120	https://v10-1.orthodb.org/?query=431607at4751	PUA domain
432952at4751	Complete	contig_12	356711	357544	+	122.5	141	https://v10-1.orthodb.org/?query=432952at4751	Snf7 family
433181at4751	Fragmented	contig_37	883357	882986	-	125.8	96	https://v10-1.orthodb.org/?query=433181at4751	Mediator complex, subunit Med6
433384at4751	Complete	contig_6	1758806	1758060	-	38.9	72	https://v10-1.orthodb.org/?query=433384at4751	Ran-interacting Mog1 protein
434428at4751	Complete	contig_37	203741	202723	-	177.8	152	https://v10-1.orthodb.org/?query=434428at4751	Arp2/3 complex subunit 2/4
434500at4751	Complete	contig_86	1037890	1038902	+	264.7	201	https://v10-1.orthodb.org/?query=434500at4751	Leucine-rich repeat
434984at4751	Complete	contig_5	1647234	1646277	-	94.1	100	https://v10-1.orthodb.org/?query=434984at4751	U3 small nucleolar RNA-associated protein 11
435317at4751	Complete	contig_6	99146	95017	-	103.2	82	https://v10-1.orthodb.org/?query=435317at4751	DnaJ domain
435471at4751	Complete	contig_86	1731157	1730134	-	74.0	89	https://v10-1.orthodb.org/?query=435471at4751	NAD(P)H-hydrate epimerase
435767at4751	Complete	contig_93	243126	243936	+	325.6	198	https://v10-1.orthodb.org/?query=435767at4751	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
436872at4751	Complete	contig_2	405752	404913	-	136.4	110	https://v10-1.orthodb.org/?query=436872at4751	Actin-related protein 2/3 complex subunit 3
437914at4751	Missing
438274at4751	Complete	contig_1	1391774	1392508	+	154.6	156	https://v10-1.orthodb.org/?query=438274at4751	DNA methylase, N-6 adenine-specific, conserved site
438731at4751	Complete	contig_90	1833871	1833119	-	109.9	77	https://v10-1.orthodb.org/?query=438731at4751	LSM domain, eukaryotic/archaea-type
438861at4751	Complete	contig_86	1013172	1013894	+	109.7	136	https://v10-1.orthodb.org/?query=438861at4751	OPI10 family
439490at4751	Complete	contig_90	1528836	1529647	+	101.7	104	https://v10-1.orthodb.org/?query=439490at4751	GrpE nucleotide exchange factor
440401at4751	Complete	contig_12	64083	62833	-	82.3	103	https://v10-1.orthodb.org/?query=440401at4751	CAP Gly-rich domain
441586at4751	Complete	contig_92	139577	136949	-	195.2	213	https://v10-1.orthodb.org/?query=441586at4751	Ribosomal RNA-processing protein 7, C-terminal domain
443595at4751	Complete	contig_86	2439825	2440547	+	79.7	63	https://v10-1.orthodb.org/?query=443595at4751	Longin-like domain superfamily
444174at4751	Complete	contig_86	2536472	2537088	+	79.9	56	https://v10-1.orthodb.org/?query=444174at4751	G10 protein
444399at4751	Missing
444602at4751	Complete	contig_90	2226948	2226235	-	105.7	95	https://v10-1.orthodb.org/?query=444602at4751	ER membrane protein complex subunit 4
444892at4751	Complete	contig_86	638481	637390	-	85.9	133	https://v10-1.orthodb.org/?query=444892at4751	Cytoplasmic tRNA 2-thiolation protein 2
445210at4751	Complete	contig_5	1697301	1698876	+	60.3	22	https://v10-1.orthodb.org/?query=445210at4751	Transcription factor IIA, alpha/beta subunit
445401at4751	Complete	contig_90	771443	772289	+	248.7	147	https://v10-1.orthodb.org/?query=445401at4751	V-ATPase proteolipid subunit
445954at4751	Complete	contig_12	721951	721458	-	114.2	56	https://v10-1.orthodb.org/?query=445954at4751	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
446124at4751	Fragmented	contig_86	804220	803499	-	89.8	71	https://v10-1.orthodb.org/?query=446124at4751	Ribosomal protein L11, C-terminal
447112at4751	Complete	contig_6	814698	815569	+	156.3	141	https://v10-1.orthodb.org/?query=447112at4751	Ribosomal protein L6, alpha-beta domain
447424at4751	Fragmented	contig_37	603829	602742	-	215.1	174	https://v10-1.orthodb.org/?query=447424at4751	Yif1 family
449717at4751	Complete	contig_70	579757	582891	+	1412.6	763	https://v10-1.orthodb.org/?query=449717at4751	Protein YIP
449803at4751	Complete	contig_2	456958	459233	+	203.9	161	https://v10-1.orthodb.org/?query=449803at4751	Dephospho-CoA kinase
451032at4751	Complete	contig_10	916989	916316	-	155.2	104	https://v10-1.orthodb.org/?query=451032at4751	MIP18 family-like
451701at4751	Complete	contig_5	494267	495400	+	210.6	189	https://v10-1.orthodb.org/?query=451701at4751	ATPase assembly factor ATP10
451811at4751	Complete	contig_86	300331	301804	+	144.0	198	https://v10-1.orthodb.org/?query=451811at4751	Mitochondrial distribution and morphology protein 10
451849at4751	Complete	contig_93	452376	450949	-	115.4	154	https://v10-1.orthodb.org/?query=451849at4751	Pre-mRNA-splicing factor SLU7
452573at4751	Complete	contig_3	605171	604722	-	99.9	79	https://v10-1.orthodb.org/?query=452573at4751	Transcription factor CBF/NF-Y/archaeal histone domain
452692at4751	Complete	contig_85	154543	155332	+	139.0	128	https://v10-1.orthodb.org/?query=452692at4751	Protein GET1
452759at4751	Complete	contig_37	237079	237680	+	142.7	95	https://v10-1.orthodb.org/?query=452759at4751	Translation initiation factor 1A (eIF-1A)
452947at4751	Complete	contig_139	12377	11235	-	145.8	155	https://v10-1.orthodb.org/?query=452947at4751	Fe-S cluster assembly protein DRE2
453693at4751	Complete	contig_86	2534641	2535211	+	213.6	116	https://v10-1.orthodb.org/?query=453693at4751	Ribosomal protein L23/L15e core domain superfamily
453909at4751	Complete	contig_10	794547	795880	+	169.6	205	https://v10-1.orthodb.org/?query=453909at4751	S-adenosyl-L-methionine-dependent methyltransferase
454746at4751	Complete	contig_5	153963	154815	+	52.8	37	https://v10-1.orthodb.org/?query=454746at4751	Snf7 family
454840at4751	Complete	contig_90	2935242	2936157	+	226.9	183	https://v10-1.orthodb.org/?query=454840at4751	TIP41-like protein
455110at4751	Complete	contig_85	276200	275194	-	92.7	63	https://v10-1.orthodb.org/?query=455110at4751	Iron-sulfur cluster assembly protein
456963at4751	Complete	contig_93	985592	986111	+	102.6	105	https://v10-1.orthodb.org/?query=456963at4751	Multiprotein-bridging factor 1
457161at4751	Complete	contig_86	1927128	1926053	-	238.9	190	https://v10-1.orthodb.org/?query=457161at4751	Zinc finger, CCCH-type
457544at4751	Complete	contig_37	114286	113530	-	215.5	169	https://v10-1.orthodb.org/?query=457544at4751	V-type ATPase subunit E
457951at4751	Complete	contig_90	2188257	2187703	-	179.3	121	https://v10-1.orthodb.org/?query=457951at4751	Ribosomal protein L13
458554at4751	Complete	contig_90	2623900	2624518	+	88.6	106	https://v10-1.orthodb.org/?query=458554at4751	Trafficking protein particle complex subunit 2
458980at4751	Complete	contig_5	2331038	2329872	-	289.9	238	https://v10-1.orthodb.org/?query=458980at4751	Prp18
459844at4751	Complete	contig_86	2545771	2548641	+	156.5	130	https://v10-1.orthodb.org/?query=459844at4751	Adenylate kinase isoenzyme 6
461238at4751	Complete	contig_86	2205367	2205946	+	93.3	70	https://v10-1.orthodb.org/?query=461238at4751	Transcription elongation factor SPT4
461919at4751	Complete	contig_12	1185042	1186348	+	184.7	193	https://v10-1.orthodb.org/?query=461919at4751	Zinc finger, RING-type
464711at4751	Complete	contig_90	1165514	1164879	-	164.2	115	https://v10-1.orthodb.org/?query=464711at4751	Mitochondrial import inner membrane translocase subunit TIM23
464772at4751	Complete	contig_2	610635	609514	-	281.0	189	https://v10-1.orthodb.org/?query=464772at4751	Saf4/Yju2 protein
464897at4751	Complete	contig_86	1010966	1011491	+	87.7	69	https://v10-1.orthodb.org/?query=464897at4751	RNA polymerase, Rpb8
465849at4751	Complete	contig_86	1107702	1106986	-	158.3	97	https://v10-1.orthodb.org/?query=465849at4751	Ribosomal protein S12, bacterial-type
467311at4751	Complete	contig_91	703156	702315	-	72.3	80	https://v10-1.orthodb.org/?query=467311at4751	5-formyltetrahydrofolate cyclo-ligase
467847at4751	Complete	contig_93	1151911	1150754	-	119.5	112	https://v10-1.orthodb.org/?query=467847at4751	AMMECR1
467959at4751	Complete	contig_86	1648515	1649273	+	116.1	74	https://v10-1.orthodb.org/?query=467959at4751	Pre-mRNA-splicing factor Isy1
468195at4751	Complete	contig_2	797721	798594	+	57.8	76	https://v10-1.orthodb.org/?query=468195at4751	Signal peptidase subunit 3
468224at4751	Complete	contig_1	737629	736618	-	57.9	117	https://v10-1.orthodb.org/?query=468224at4751	rRNA-processing protein Efg1
468408at4751	Complete	contig_1	1367314	1365224	-	324.9	291	https://v10-1.orthodb.org/?query=468408at4751	Vacuolar fusion protein Mon1
469452at4751	Complete	contig_90	2188754	2189542	+	121.7	96	https://v10-1.orthodb.org/?query=469452at4751	Ribosomal protein S5 domain 2-type fold
470813at4751	Complete	contig_85	293344	289655	-	195.3	129	https://v10-1.orthodb.org/?query=470813at4751	Ubiquitin-conjugating enzyme, active site
471205at4751	Complete	contig_90	1147322	1148130	+	35.4	33	https://v10-1.orthodb.org/?query=471205at4751	Transcription factor CBF/NF-Y/archaeal histone domain
473814at4751	Complete	contig_12	1106146	1105353	-	100.8	78	https://v10-1.orthodb.org/?query=473814at4751	DAD/Ost2
474125at4751	Complete	contig_70	96052	97292	+	89.3	118	https://v10-1.orthodb.org/?query=474125at4751	Lunapark domain
474320at4751	Complete	contig_5	1359012	1358044	-	64.9	58	https://v10-1.orthodb.org/?query=474320at4751	Ribosomal protein L7Ae/L30e/S12e/Gadd45
474374at4751	Complete	contig_1	530482	531008	+	128.2	82	https://v10-1.orthodb.org/?query=474374at4751	Ribosomal protein S10
477057at4751	Complete	contig_93	1079439	1078786	-	70.8	131	https://v10-1.orthodb.org/?query=477057at4751	Tma16 superfamily
477122at4751	Complete	contig_2	494692	492561	-	197.5	126	https://v10-1.orthodb.org/?query=477122at4751	Mitochondrial import inner membrane translocase subunit TIM22
481052at4751	Complete	contig_90	850484	851978	+	158.9	153	https://v10-1.orthodb.org/?query=481052at4751	Ribulose-phosphate 3-epimerase
482337at4751	Complete	contig_70	166209	167237	+	143.6	177	https://v10-1.orthodb.org/?query=482337at4751	Bud13
483049at4751	Complete	contig_70	130514	132744	+	92.4	79	https://v10-1.orthodb.org/?query=483049at4751	Vps72/YL1, C-terminal
483370at4751	Complete	contig_2	1003071	1002187	-	79.2	68	https://v10-1.orthodb.org/?query=483370at4751	Ribosomal protein L27
483390at4751	Complete	contig_90	1956133	1955731	-	121.2	78	https://v10-1.orthodb.org/?query=483390at4751	ATPase, V1 complex, subunit F
484080at4751	Complete	contig_2	698314	700469	+	115.8	154	https://v10-1.orthodb.org/?query=484080at4751	SNARE
484323at4751	Complete	contig_12	1101620	1101242	-	105.3	75	https://v10-1.orthodb.org/?query=484323at4751	Prefoldin
484805at4751	Complete	contig_85	1079806	1080846	+	132.0	166	https://v10-1.orthodb.org/?query=484805at4751	mRNA splicing factor SYF2
485650at4751	Complete	contig_85	1068136	1068827	+	148.4	105	https://v10-1.orthodb.org/?query=485650at4751	Ribosomal protein L7/L12
485702at4751	Complete	contig_90	1634388	1635706	+	199.1	144	https://v10-1.orthodb.org/?query=485702at4751	Translocation protein Sec62
488348at4751	Complete	contig_85	549173	550378	+	129.2	78	https://v10-1.orthodb.org/?query=488348at4751	LSM domain, eukaryotic/archaea-type
488426at4751	Complete	contig_90	2586001	2583953	-	89.9	110	https://v10-1.orthodb.org/?query=488426at4751	Pre-mRNA-splicing factor cwc15
488857at4751	Complete	contig_85	1125677	1124832	-	103.4	115	https://v10-1.orthodb.org/?query=488857at4751	Clathrin light chain
490662at4751	Complete	contig_85	1283686	1284471	+	79.5	33	https://v10-1.orthodb.org/?query=490662at4751	Frataxin/CyaY
490719at4751	Complete	contig_1	652721	651690	-	130.2	124	https://v10-1.orthodb.org/?query=490719at4751	Thioredoxin-like protein
492591at4751	Complete	contig_10	1040935	1040082	-	136.7	128	https://v10-1.orthodb.org/?query=492591at4751	SUI1 domain
493358at4751	Complete	contig_12	269959	270600	+	110.5	73	https://v10-1.orthodb.org/?query=493358at4751	Ribosomal protein S26e
494427at4751	Complete	contig_2	652512	651651	-	182.8	108	https://v10-1.orthodb.org/?query=494427at4751	Cytochrome c oxidase, subunit Va/VI
497024at4751	Complete	contig_6	1874482	1873999	-	80.9	51	https://v10-1.orthodb.org/?query=497024at4751	Zinc finger C2H2-type
